,veg,scenario,sspx,Yieldmean,Yieldstd
0,rice,default,ssp585,-1.4931262264472103,24.109707214080043
1,maize,default,ssp585,-20.05051280887946,14.162356742412708
2,soybean,default,ssp585,1.8395776914519475,7.384370514827201
3,rice,final,ssp585,47.73796209302503,19.02755128074339
4,maize,final,ssp585,-2.2213283492046854,12.689326380037633
5,soybean,final,ssp585,12.268823757566404,6.5463427251077055
