,veg,scenario,sspx,Yieldmean,Yieldstd
0,rice,default,ssp585,1.8667740816986418,22.155069025103177
1,maize,default,ssp585,-21.36914506892792,15.747169703000694
2,soybean,default,ssp585,-4.171115848417215,8.744996161157152
3,rice,final,ssp585,50.02850401911249,19.24211028878197
4,maize,final,ssp585,0.287865910291679,15.716649085127305
5,soybean,final,ssp585,5.831629918016806,6.264699027068677
