,time,rice,maize,soybean
0,2015,33.09223975029896,21.49342505540904,5.810852891785665
1,2016,55.12025584835784,23.790425344261337,8.486125313377157
2,2017,12.939990611148191,5.176190961358234,-0.7606462358709261
3,2018,48.85574323599773,21.95718143665403,8.724136455947704
4,2019,52.128798863898155,18.75080019965042,8.116102222028756
5,2020,24.594957287737675,13.414376949132064,3.4746258121442426
6,2021,20.095179762301406,4.636584849313308,-8.459589255942053
7,2022,8.451113983624428,7.802151220416052,2.6326918347367645
8,2023,33.32925379944388,9.965128452109171,-0.014213929867922886
9,2024,45.86261707171544,9.777202922552743,7.556657025754126
10,2025,47.354727836455275,17.528934414637103,5.480891674617054
11,2026,23.448519807811287,8.980746389208683,-0.28027342151044055
12,2027,8.671053495518738,0.2778539024930153,-1.4634939880598865
13,2028,56.81519199547185,24.40715308670002,11.229899097860683
14,2029,57.91630476599613,18.23106569103897,10.345195393842362
15,2030,64.09518334386216,22.2425767271421,13.172235551669164
16,2031,13.265513885232409,3.2847558062703084,3.148913791201523
17,2032,-2.79242620767539,-4.645845068087127,-2.6671894762342285
18,2033,55.2456602063129,22.685328945126628,11.32558663717423
19,2034,43.6278526670485,6.229320562450588,4.259442819476054
20,2035,58.27953777327599,11.188819519955906,9.115105871562262
21,2036,20.99989866978057,5.935160593444918,2.1520460860252895
22,2037,48.25046621248422,14.244937414208827,9.782639429276385
23,2038,66.61006519617438,23.551196549862468,14.042634800355739
24,2039,55.56448257060128,15.672483051572225,7.948728180862388
25,2040,55.258551493803324,20.583756403486465,13.266287467700888
26,2041,59.68717786863933,13.629363227384484,10.849037373609695
27,2042,56.86191521381233,15.888708432752635,10.954165833782177
28,2043,40.74434774670993,0.9516592665638847,7.417749282019249
29,2044,36.371118455536596,0.2598222640243991,7.586090398889407
30,2045,39.266539250347954,-6.5623103661742235,2.0532504150817146
31,2046,65.46541380925575,13.515420480796264,9.191803262687447
32,2047,68.99097953272761,17.437022445261498,11.746250070615808
33,2048,44.95496427568268,11.919602383565236,5.126535494644739
34,2049,80.36760931212415,17.138377092179514,13.059598888052095
35,2050,53.624972301082565,5.329946466979813,8.002368822702266
36,2051,32.74830984976816,-11.465371094917547,2.5116489095145873
37,2052,71.38931456059406,13.818281471075878,10.245753112484971
38,2053,55.99408768667726,12.11682084370656,6.04451565240647
39,2054,79.57877414544151,16.37555608925278,13.66637799167972
40,2055,33.46891320831219,7.372262637417534,6.083700320049782
41,2056,54.2697900533367,4.524187743747273,8.87950356354085
42,2057,67.65473923349118,10.524717270269466,14.270483124774938
43,2058,72.71893137770421,6.238474578561604,16.73831536806471
44,2059,67.98374695791156,6.025901708158389,8.95679554303883
45,2060,53.277551266458566,-2.309471212023654,6.391897987960016
46,2061,68.46284063675007,1.647896616077209,14.909779491073834
47,2062,80.61769919683226,9.519108433662904,15.354403994437465
48,2063,34.101158325406274,-7.327716815442903,3.5232978340130274
49,2064,71.69011228432399,10.424769532671766,14.467712992682081
50,2065,76.55757973669444,1.6457798924774454,15.526266743839095
51,2066,46.390897057549616,0.5736616312317351,11.550038711460104
52,2067,59.997523753539205,-2.204608770517312,11.047797046442039
53,2068,82.77296489436635,4.405573441108871,15.10673007558722
54,2069,20.643837702422328,-22.585252506220378,-2.5154444537744554
55,2070,41.042020532065784,-3.0403951518230685,7.8774323374965745
56,2071,52.3491076219122,-6.613368205216553,6.798949351434605
57,2072,27.450124163952832,-16.380720733334112,1.166871924851068
58,2073,88.97399347966486,11.324718931925522,15.225683307405284
59,2074,58.972934952513235,-7.007711606569562,8.97957923691584
60,2075,33.19614173039422,-34.13974192689915,-7.836236131352751
61,2076,50.582410108375285,-8.301083230664554,5.455804914072802
62,2077,49.49301197050227,-14.816781943788316,7.219613812995148
63,2078,64.97972540118975,4.178889928437958,6.090280286497577
64,2079,73.45658148260064,-0.38756386746676363,10.856019138766818
65,2080,54.519919185757004,-16.113627396957217,1.5638343307367977
66,2081,52.76115674602089,-17.10822927551679,2.2939512652216156
67,2082,89.07378240159896,1.8789330956731225,11.579525938752196
68,2083,62.96509090423276,-17.956940981423276,8.201371602735524
69,2084,45.02782352945095,-22.731411108469732,2.0520117173810117
70,2085,49.362108984721395,-25.255379425486318,1.799453907553023
71,2086,51.494295094717515,-27.730343989435234,2.00010293203298
72,2087,54.89769068608666,-26.528483563271426,1.3218279158288921
73,2088,57.2763884015403,-1.9687860387143497,6.20281029149441
74,2089,51.42166084222032,-11.855788077624085,5.672130898990148
75,2090,47.50592523535984,-21.395604465397984,-0.14452131890283348
76,2091,53.55748392141783,-27.882185982019447,-0.6033698291788723
77,2092,52.93799617551444,-21.322857205888198,-2.1820348332537387
78,2093,33.442758106663916,-37.57426775210527,-6.0295852763921225
79,2094,64.45892842368737,-17.466181838318576,2.0541482278451078
80,2095,76.50089831470751,-20.729180013651703,-1.1333766883186205
81,2096,43.437065088821214,-24.507875717531867,-9.47471263425143
82,2097,23.176830778581458,-11.717655036423729,-3.8468066321358796
83,2098,46.08084891219305,-17.893755653036187,-0.8577858214971321
84,2099,18.293594827921268,-30.477913958208987,-11.786247043568451
